ID	xref	prefLabel
http://purl.obolibrary.org/obo/DHBA_13184	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13184	VZ in caudal midinferior temporal cortex (area TF)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13184	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13184	VZ in caudal midinferior temporal cortex (area TF)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13184	http://atlas.brain-map.org/atlas?atlas=3#structure=13184	VZ in caudal midinferior temporal cortex (area TF)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13184	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13184	VZ in caudal midinferior temporal cortex (area TF)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13183	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13183	VZ in rostral midinferior temporal cortex (area 36)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13183	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13183	VZ in rostral midinferior temporal cortex (area 36)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13183	http://atlas.brain-map.org/atlas?atlas=3#structure=13183	VZ in rostral midinferior temporal cortex (area 36)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13183	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13183	VZ in rostral midinferior temporal cortex (area 36)  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13182	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13182	VZ in midlateral temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13182	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13182	VZ in midlateral temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13182	http://atlas.brain-map.org/atlas?atlas=3#structure=13182	VZ in midlateral temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13182	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13182	VZ in midlateral temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13181	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13181	VZ in polysensory temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13181	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13181	VZ in polysensory temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13181	http://atlas.brain-map.org/atlas?atlas=3#structure=13181	VZ in polysensory temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13181	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13181	VZ in polysensory temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13177	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13177	inner SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13177	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13177	inner SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13177	http://atlas.brain-map.org/atlas?atlas=3#structure=13177	inner SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13177	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13177	inner SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13176	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13176	outer plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13176	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13176	outer plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13176	http://atlas.brain-map.org/atlas?atlas=3#structure=13176	outer plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13176	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13176	outer plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13175	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13175	outer SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13175	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13175	outer SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13175	http://atlas.brain-map.org/atlas?atlas=3#structure=13175	outer SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13175	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13175	outer SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13174	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13174	SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13174	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13174	SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13174	http://atlas.brain-map.org/atlas?atlas=3#structure=13174	SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13174	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13174	SZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13179	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13179	VZ in extrastriate cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13179	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13179	VZ in extrastriate cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13179	http://atlas.brain-map.org/atlas?atlas=3#structure=13179	VZ in extrastriate cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13179	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13179	VZ in extrastriate cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13178	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13178	inner plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13178	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13178	inner plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13178	http://atlas.brain-map.org/atlas?atlas=3#structure=13178	inner plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13178	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13178	inner plexiform zone in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13191	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13191	VZ in caudal presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13191	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13191	VZ in caudal presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13191	http://atlas.brain-map.org/atlas?atlas=3#structure=13191	VZ in caudal presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13191	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13191	VZ in caudal presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13190	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13190	VZ in rostral presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13190	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13190	VZ in rostral presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13190	http://atlas.brain-map.org/atlas?atlas=3#structure=13190	VZ in rostral presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13190	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13190	VZ in rostral presubicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13195	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13195	VZ in rostral entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13195	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13195	VZ in rostral entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13195	http://atlas.brain-map.org/atlas?atlas=3#structure=13195	VZ in rostral entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13195	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13195	VZ in rostral entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13194	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13194	VZ in lateral (anterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13194	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13194	VZ in lateral (anterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13194	http://atlas.brain-map.org/atlas?atlas=3#structure=13194	VZ in lateral (anterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13194	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13194	VZ in lateral (anterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13193	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13193	VZ in medial (posterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13193	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13193	VZ in medial (posterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13193	http://atlas.brain-map.org/atlas?atlas=3#structure=13193	VZ in medial (posterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13193	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13193	VZ in medial (posterior) entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13192	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13192	VZ in entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13192	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13192	VZ in entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13192	http://atlas.brain-map.org/atlas?atlas=3#structure=13192	VZ in entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13192	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13192	VZ in entorhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/UBERON_0008946		lung parenchyma
http://purl.obolibrary.org/obo/UBERON_0008947		respiratory primordium
http://purl.obolibrary.org/obo/UBERON_0007617		synovial cavity of joint
http://purl.obolibrary.org/obo/DHBA_13188	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13188	VZ in rostral subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13188	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13188	VZ in rostral subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13188	http://atlas.brain-map.org/atlas?atlas=3#structure=13188	VZ in rostral subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13188	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13188	VZ in rostral subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/UBERON_0007616		layer of synovial tissue
http://purl.obolibrary.org/obo/DHBA_13187	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13187	VZ in caudal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13187	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13187	VZ in caudal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13187	http://atlas.brain-map.org/atlas?atlas=3#structure=13187	VZ in caudal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13187	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13187	VZ in caudal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13186	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13186	VZ in rostal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13186	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13186	VZ in rostal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13186	http://atlas.brain-map.org/atlas?atlas=3#structure=13186	VZ in rostal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13186	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13186	VZ in rostal hippocampal proper  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13185	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13185	VZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13185	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13185	VZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13185	http://atlas.brain-map.org/atlas?atlas=3#structure=13185	VZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13185	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13185	VZ in parainsular temporal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13189	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13189	VZ in caudal subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13189	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13189	VZ in caudal subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13189	http://atlas.brain-map.org/atlas?atlas=3#structure=13189	VZ in caudal subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13189	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13189	VZ in caudal subicular cortex  ( human dev )
http://purl.obolibrary.org/obo/UBERON_0008930		somatosensory cortex
http://purl.obolibrary.org/obo/UBERON_0008933		primary somatosensory cortex
http://purl.obolibrary.org/obo/UBERON_0008934		secondary somatosensory cortex
http://purl.obolibrary.org/obo/DHBA_13199	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13199	horizontal portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13199	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13199	horizontal portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13199	http://atlas.brain-map.org/atlas?atlas=3#structure=13199	horizontal portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13199	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13199	horizontal portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13198	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13198	vertical portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13198	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13198	vertical portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13198	http://atlas.brain-map.org/atlas?atlas=3#structure=13198	vertical portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13198	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13198	vertical portion of rostral migratory stream  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13197	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13197	VZ in caudal perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13197	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13197	VZ in caudal perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13197	http://atlas.brain-map.org/atlas?atlas=3#structure=13197	VZ in caudal perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13197	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13197	VZ in caudal perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13196	http://atlas.brain-map.org/atlas?atlas=138322605#structure=13196	VZ in rostral perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13196	http://atlas.brain-map.org/atlas?atlas=265297126#structure=13196	VZ in rostral perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13196	http://atlas.brain-map.org/atlas?atlas=3#structure=13196	VZ in rostral perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/DHBA_13196	http://atlas.brain-map.org/atlas?atlas=138322603#structure=13196	VZ in rostral perirhinal cortex  ( human dev )
http://purl.obolibrary.org/obo/UBERON_0007601		ciliated epithelium
http://purl.obolibrary.org/obo/UBERON_0008907		dermal bone
http://purl.obolibrary.org/obo/UBERON_0008909		perichordal bone
http://purl.obolibrary.org/obo/HBA_9616	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9616	lateral reticular nucleus, left  ( human )
http://purl.obolibrary.org/obo/HBA_9617	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9617	subtrigeminal division, left  ( human )
http://purl.obolibrary.org/obo/HBA_9614	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9614	lateral medullary reticular group, left  ( human )
http://purl.obolibrary.org/obo/HBA_9615	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9615	epiolivary nucleus, left  ( human )
http://purl.obolibrary.org/obo/HBA_9618	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9618	parvocellular division, left  ( human )
http://purl.obolibrary.org/obo/HBA_9619	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9619	lateral medullary reticular group, right  ( human )
http://purl.obolibrary.org/obo/HBA_9612	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9612	intermediate zone, right  ( human )
http://purl.obolibrary.org/obo/HBA_9613	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9613	lateral medullary reticular group  ( human )
http://purl.obolibrary.org/obo/HBA_9611	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9611	intermediate zone, left  ( human )
http://purl.obolibrary.org/obo/DHBA_12217	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12217	cap of dorsal raphe nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12217	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12217	cap of dorsal raphe nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12217	http://atlas.brain-map.org/atlas?atlas=3#structure=12217	cap of dorsal raphe nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12217	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12217	cap of dorsal raphe nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12216	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12216	periaqueductal gray substance, ventral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12216	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12216	periaqueductal gray substance, ventral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12216	http://atlas.brain-map.org/atlas?atlas=3#structure=12216	periaqueductal gray substance, ventral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12216	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12216	periaqueductal gray substance, ventral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12215	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12215	periaqueductal gray substance, pleioglial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12215	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12215	periaqueductal gray substance, pleioglial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12215	http://atlas.brain-map.org/atlas?atlas=3#structure=12215	periaqueductal gray substance, pleioglial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12215	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12215	periaqueductal gray substance, pleioglial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441255	http://atlas.brain-map.org/atlas?atlas=138322605#structure=266441255	granular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441255	http://atlas.brain-map.org/atlas?atlas=265297126#structure=266441255	granular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441255	http://atlas.brain-map.org/atlas?atlas=3#structure=266441255	granular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441255	http://atlas.brain-map.org/atlas?atlas=138322603#structure=266441255	granular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12214	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12214	periaqueductal gray substance, ventrolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12214	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12214	periaqueductal gray substance, ventrolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12214	http://atlas.brain-map.org/atlas?atlas=3#structure=12214	periaqueductal gray substance, ventrolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12214	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12214	periaqueductal gray substance, ventrolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12219	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12219	parvicellular oculomotor nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12219	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12219	parvicellular oculomotor nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12219	http://atlas.brain-map.org/atlas?atlas=3#structure=12219	parvicellular oculomotor nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12219	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12219	parvicellular oculomotor nucleus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12218	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12218	nucleus of Darkschewitsch  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12218	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12218	nucleus of Darkschewitsch  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12218	http://atlas.brain-map.org/atlas?atlas=3#structure=12218	nucleus of Darkschewitsch  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12218	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12218	nucleus of Darkschewitsch  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441251	http://atlas.brain-map.org/atlas?atlas=138322605#structure=266441251	molecular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441251	http://atlas.brain-map.org/atlas?atlas=265297126#structure=266441251	molecular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441251	http://atlas.brain-map.org/atlas?atlas=3#structure=266441251	molecular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441251	http://atlas.brain-map.org/atlas?atlas=138322603#structure=266441251	molecular layer of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12213	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12213	periaqueductal gray substance, lateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12213	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12213	periaqueductal gray substance, lateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12213	http://atlas.brain-map.org/atlas?atlas=3#structure=12213	periaqueductal gray substance, lateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12213	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12213	periaqueductal gray substance, lateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12212	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12212	periaqueductal gray substance, dorsolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12212	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12212	periaqueductal gray substance, dorsolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12212	http://atlas.brain-map.org/atlas?atlas=3#structure=12212	periaqueductal gray substance, dorsolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12212	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12212	periaqueductal gray substance, dorsolateral division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12211	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12211	periaqueductal gray substance,dorsomedial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12211	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12211	periaqueductal gray substance,dorsomedial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12211	http://atlas.brain-map.org/atlas?atlas=3#structure=12211	periaqueductal gray substance,dorsomedial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12211	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12211	periaqueductal gray substance,dorsomedial division  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441259	http://atlas.brain-map.org/atlas?atlas=138322605#structure=266441259	subgranular zone of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441259	http://atlas.brain-map.org/atlas?atlas=265297126#structure=266441259	subgranular zone of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441259	http://atlas.brain-map.org/atlas?atlas=3#structure=266441259	subgranular zone of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_266441259	http://atlas.brain-map.org/atlas?atlas=138322603#structure=266441259	subgranular zone of uncal dentate gyrus  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12210	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12210	periaqueductal gray substance, dorsolateral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12210	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12210	periaqueductal gray substance, dorsolateral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12210	http://atlas.brain-map.org/atlas?atlas=3#structure=12210	periaqueductal gray substance, dorsolateral portion  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12210	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12210	periaqueductal gray substance, dorsolateral portion  ( human dev )
http://purl.obolibrary.org/obo/HBA_9605	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9605	paragigantocellular nucleus, alpha part, right  ( human )
http://purl.obolibrary.org/obo/HBA_9606	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9606	dorsal paragigantocellular nucleus, right  ( human )
http://purl.obolibrary.org/obo/HBA_9603	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9603	gigantocellular nucleus, ventral part, left  ( human )
http://purl.obolibrary.org/obo/HBA_9604	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9604	gigantocellular group, right  ( human )
http://purl.obolibrary.org/obo/HBA_9609	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9609	gigantocellular nucleus, ventral part, right  ( human )
http://purl.obolibrary.org/obo/HBA_9607	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9607	lateral paragigantocellular nucleus, right  ( human )
http://purl.obolibrary.org/obo/HBA_9608	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9608	gigantocellular nucleus, right  ( human )
http://purl.obolibrary.org/obo/HBA_9601	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9601	lateral paragigantocellular nucleus, left  ( human )
http://purl.obolibrary.org/obo/HBA_9602	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9602	gigantocellular nucleus, left  ( human )
http://purl.obolibrary.org/obo/HBA_9600	http://atlas.brain-map.org/atlas?atlas=265297125#structure=9600	dorsal paragigantocellular nucleus, left  ( human )
http://purl.obolibrary.org/obo/DHBA_12228	http://atlas.brain-map.org/atlas?atlas=138322605#structure=12228	dorsal raphe nucleus, ventral part  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12228	http://atlas.brain-map.org/atlas?atlas=265297126#structure=12228	dorsal raphe nucleus, ventral part  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12228	http://atlas.brain-map.org/atlas?atlas=3#structure=12228	dorsal raphe nucleus, ventral part  ( human dev )
http://purl.obolibrary.org/obo/DHBA_12228	http://atlas.brain-map.org/atlas?atlas=138322603#structure=12228	dorsal raphe nucleus, ventral part  ( human dev )
